Id,When,Cal,Alberta,Canada,BritishColumbia,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
215624,7/1/1989 12:00:00 AM,Hogs,65.08,,69.89,63.94,72.18,74.21,69.63,71.4,71.32,71.93,63.42,9/8/2021 10:08:45 AM
215625,8/1/1989 12:00:00 AM,"Slaughter, calves",92.18,,91.09,99.62,92.28,84.78,84.78,92.04,97.57,104.79,97.74,9/8/2021 10:08:45 AM
215626,8/1/1989 12:00:00 AM,"Slaughter, cattle",75.42,,66.67,76.69,66.89,73.45,71.95,85.37,75.6,58.93,74.72,9/8/2021 10:08:45 AM
215627,8/1/1989 12:00:00 AM,Hogs,63.81,,70.84,65.52,75.4,73.57,73.87,72.4,73.07,73.25,63.46,9/8/2021 10:08:45 AM
215628,9/1/1989 12:00:00 AM,"Slaughter, calves",96.63,,93.16,101.14,96.42,87.39,87.39,89.35,98.36,105.9,98.67,9/8/2021 10:08:45 AM
215629,9/1/1989 12:00:00 AM,"Slaughter, cattle",76.83,,71.14,75.17,71.62,71.75,72.72,83.45,74.46,57.25,77.83,9/8/2021 10:08:45 AM
215630,9/1/1989 12:00:00 AM,Hogs,61.12,,65.3,61.05,71.37,71.87,69.35,66.11,66.44,66.16,59.92,9/8/2021 10:08:45 AM
215631,10/1/1989 12:00:00 AM,"Slaughter, calves",96.52,,94.61,102.28,87.6,89,89,88.23,101.17,95.32,101.64,9/8/2021 10:08:45 AM
215632,10/1/1989 12:00:00 AM,"Slaughter, cattle",76.45,,69.85,75.99,68.13,71.5,76.57,82.36,74.99,57.54,78.67,9/8/2021 10:08:45 AM
215633,10/1/1989 12:00:00 AM,Hogs,62.97,,67.89,63.47,71.86,68.53,68.36,69.17,69.4,71.9,62.99,9/8/2021 10:08:45 AM
215634,11/1/1989 12:00:00 AM,"Slaughter, calves",95.46,,90.79,99.48,84.55,87.03,87.03,93.09,98.92,94.26,100.71,9/8/2021 10:08:45 AM
215635,11/1/1989 12:00:00 AM,"Slaughter, cattle",74.9,,65.96,78.31,68.91,74.62,70.31,83.85,74.22,54.74,78.17,9/8/2021 10:08:45 AM
215636,11/1/1989 12:00:00 AM,Hogs,61.03,,65.89,61.31,73.43,70.48,66.64,67.98,68.76,71.26,60.69,9/8/2021 10:08:45 AM
215637,12/1/1989 12:00:00 AM,"Slaughter, calves",96.79,,88.43,97.44,89.53,84.59,84.59,94.4,96.94,106.92,96.96,9/8/2021 10:08:45 AM
215638,12/1/1989 12:00:00 AM,"Slaughter, cattle",76.69,,66.68,75.7,69.23,84.25,74.97,87.15,72.95,54.6,80.62,9/8/2021 10:08:45 AM
215639,12/1/1989 12:00:00 AM,Hogs,62.39,,64.19,60.66,72.52,66.49,69.18,63.78,66.43,64.51,58.93,9/8/2021 10:08:45 AM
215640,1/1/1990 12:00:00 AM,"Slaughter, calves",94.19,,93.48,97.22,90.87,90.12,90.12,91.03,94.88,107.03,99.08,9/8/2021 10:08:45 AM
215641,1/1/1990 12:00:00 AM,"Slaughter, cattle",75.27,,69.54,80.05,67.86,82.45,76.14,83.14,78.1,55.85,77.05,9/8/2021 10:08:45 AM
215642,1/1/1990 12:00:00 AM,Hogs,57.24,,62.7,56.5,62.48,61.36,61.76,58.08,59.52,57.86,55.7,9/8/2021 10:08:45 AM
215643,2/1/1990 12:00:00 AM,"Slaughter, calves",94.92,,94.48,99.91,93.92,89.21,89.21,91.81,99.24,69.64,97.13,9/8/2021 10:08:45 AM
215644,2/1/1990 12:00:00 AM,"Slaughter, cattle",77.69,,70.36,79.92,74.29,68.34,75.52,84.23,75.02,58.52,78.66,9/8/2021 10:08:45 AM
215645,2/1/1990 12:00:00 AM,Hogs,62.45,,66.99,63.19,66.02,67.62,64.96,63.89,65.56,64.45,62.56,9/8/2021 10:08:45 AM
215646,3/1/1990 12:00:00 AM,"Slaughter, calves",94.77,,93.08,97.86,93.54,90.12,90.12,91.82,100,98.02,94.67,9/8/2021 10:08:45 AM
215647,3/1/1990 12:00:00 AM,"Slaughter, cattle",78.51,,66.88,81.57,71.61,67.43,74.21,84.54,82.92,56.27,79.74,9/8/2021 10:08:45 AM
215648,3/1/1990 12:00:00 AM,Hogs,67.79,,69.22,64.4,70.38,70.21,70.13,68.39,69.82,69.22,64.8,9/8/2021 10:08:45 AM
215649,4/1/1990 12:00:00 AM,"Slaughter, calves",95.4,,97.43,98.68,89.68,93.25,93.25,89.65,95.92,103.86,95.21,9/8/2021 10:08:45 AM
215650,4/1/1990 12:00:00 AM,"Slaughter, cattle",76.84,,70.25,82.69,68.55,74.89,74.93,83.43,78.18,57.17,77.75,9/8/2021 10:08:45 AM
215651,4/1/1990 12:00:00 AM,Hogs,69.59,,75.07,68.59,72.54,91.59,71.03,72,73.67,72.62,70.91,9/8/2021 10:08:45 AM
215652,5/1/1990 12:00:00 AM,"Slaughter, calves",97.85,,95.41,98.91,96.09,88.55,88.55,92.28,94,113.32,98.61,9/8/2021 10:08:45 AM
215653,5/1/1990 12:00:00 AM,"Slaughter, cattle",76.22,,72.85,79.38,68.45,73.08,82.15,83.1,74.95,59.77,76.98,9/8/2021 10:08:45 AM
215654,5/1/1990 12:00:00 AM,Hogs,78.83,,87.39,80.33,82.03,95.46,79.28,83.11,83.83,83.98,81.86,9/8/2021 10:08:45 AM
215655,6/1/1990 12:00:00 AM,"Slaughter, calves",95.3,,88,102.35,94.27,90.29,90.29,94.58,101.67,121.74,98.07,9/8/2021 10:08:45 AM
215656,6/1/1990 12:00:00 AM,"Slaughter, cattle",74.41,,74.36,78.85,67.02,69.69,81.95,85.32,74.2,61.97,80.13,9/8/2021 10:08:45 AM
215657,6/1/1990 12:00:00 AM,Hogs,83.32,,90.55,85.39,91.9,96.58,92.14,90.37,91.85,89.15,85.09,9/8/2021 10:08:45 AM
215658,7/1/1990 12:00:00 AM,"Slaughter, calves",98.78,,96.11,103.44,102.42,94.4,94.4,94.97,94,106.98,97.44,9/8/2021 10:08:45 AM
215659,7/1/1990 12:00:00 AM,"Slaughter, cattle",76.13,,69.49,80.79,70.75,60.42,80.44,82.35,77.86,61.2,81.39,9/8/2021 10:08:45 AM
215660,7/1/1990 12:00:00 AM,Hogs,82.74,,88.42,82.61,87.25,96.65,87.08,86.89,87.73,86.29,83.38,9/8/2021 10:08:45 AM
215661,8/1/1990 12:00:00 AM,"Slaughter, calves",95.61,,91.15,103.05,93.09,93.88,93.88,92.39,98.33,110.09,99.56,9/8/2021 10:08:45 AM
215662,8/1/1990 12:00:00 AM,"Slaughter, cattle",77.64,,74.46,78.51,70.58,57.26,76.1,84.33,75,59.1,81.21,9/8/2021 10:08:45 AM
215663,8/1/1990 12:00:00 AM,Hogs,72.5,,84.27,78.57,87.8,94.02,87.99,83.58,85.54,83.77,80.89,9/8/2021 10:08:45 AM
215664,9/1/1990 12:00:00 AM,"Slaughter, calves",98.28,,91.98,104.97,100.77,93.44,93.44,90.31,100,105.97,98.59,9/8/2021 10:08:45 AM
215665,9/1/1990 12:00:00 AM,"Slaughter, cattle",77.05,,76.69,79.61,70,68.84,78.2,79.82,76.12,56.64,80.17,9/8/2021 10:08:45 AM
215666,9/1/1990 12:00:00 AM,Hogs,72.36,,77.98,71.98,77.78,91.89,78.55,77.23,79.07,76.5,73.96,9/8/2021 10:08:45 AM
215667,10/1/1990 12:00:00 AM,"Slaughter, calves",100.54,,95.62,105.56,90.54,91.42,91.42,91.68,102.5,103.09,100.14,9/8/2021 10:08:45 AM
215668,10/1/1990 12:00:00 AM,"Slaughter, cattle",77.33,,73.09,81.68,70.32,82.85,78.25,82.53,77.91,56.89,82.54,9/8/2021 10:08:45 AM
215669,10/1/1990 12:00:00 AM,Hogs,76.94,,81.76,75.62,81.9,81.47,81.93,77.34,78.73,76.7,77.97,9/8/2021 10:08:45 AM
215670,11/1/1990 12:00:00 AM,"Slaughter, calves",100.2,,92.87,106.02,90.35,86.36,86.36,90.03,100,92.23,103.86,9/8/2021 10:08:45 AM
215671,11/1/1990 12:00:00 AM,"Slaughter, cattle",77.51,,65.97,81.59,71.12,76.65,73.98,85.98,74.71,56.91,78.75,9/8/2021 10:08:45 AM
215672,11/1/1990 12:00:00 AM,Hogs,68.97,,75.25,68.59,76.07,77.04,76.98,74.41,76.04,73.72,69.38,9/8/2021 10:08:45 AM
215673,12/1/1990 12:00:00 AM,"Slaughter, calves",99.08,,87.42,103.81,87.27,81.5,81.5,90.17,96.67,93.88,103.18,9/8/2021 10:08:45 AM
215674,12/1/1990 12:00:00 AM,"Slaughter, cattle",77.62,,62.92,82.02,65.46,74.47,74.25,84.86,81.17,54.31,83.05,9/8/2021 10:08:45 AM
215675,12/1/1990 12:00:00 AM,Hogs,65.59,,71.98,66.2,72.15,73.96,73.68,70.47,71.66,69.88,65.73,9/8/2021 10:08:45 AM
215676,1/1/1991 12:00:00 AM,"Slaughter, calves",97.1,,89.98,106.44,87.5,91.11,91.11,90.5,96,109.51,96.46,9/8/2021 10:08:45 AM
215677,1/1/1991 12:00:00 AM,"Slaughter, cattle",77.06,,67.57,83.14,64.9,80.27,83.29,85.81,75.42,60.63,82.38,9/8/2021 10:08:45 AM
215678,1/1/1991 12:00:00 AM,Hogs,64.92,,71.24,64.77,68.24,94.37,71.43,69.35,69.39,69.02,64.46,9/8/2021 10:08:45 AM
215679,2/1/1991 12:00:00 AM,"Slaughter, calves",97.94,,90.07,101.88,84.86,89.71,89.71,88.33,95,109.53,99.29,9/8/2021 10:08:45 AM
215680,2/1/1991 12:00:00 AM,"Slaughter, cattle",76.79,,68.82,79.25,68.76,72.7,82.58,81.66,77.72,61.68,79.71,9/8/2021 10:08:45 AM
215681,2/1/1991 12:00:00 AM,Hogs,69.46,,75.05,69.73,74.34,93.29,76.75,74.25,75.46,74.6,70.12,9/8/2021 10:08:45 AM
215682,3/1/1991 12:00:00 AM,"Slaughter, calves",99.46,,92.45,105.25,91.44,84.22,84.22,91.78,100,110.33,98.89,9/8/2021 10:08:45 AM
215683,3/1/1991 12:00:00 AM,"Slaughter, cattle",79.12,,73.38,82.3,67.87,76.01,77.22,81.36,76.38,60,83.69,9/8/2021 10:08:45 AM
215684,3/1/1991 12:00:00 AM,Hogs,67.38,,73.03,67.42,71.54,92.54,73.81,71.54,73.51,71.27,68.6,9/8/2021 10:08:45 AM
215685,4/1/1991 12:00:00 AM,"Slaughter, calves",99.29,,92.98,104.86,92,94.1,94.1,91.88,97.5,114.43,104.31,9/8/2021 10:08:45 AM
215686,4/1/1991 12:00:00 AM,"Slaughter, cattle",79.64,,72.18,82.42,68.1,71.86,78.32,82.34,76.65,62.38,82.56,9/8/2021 10:08:45 AM
215687,4/1/1991 12:00:00 AM,Hogs,67.4,,72.99,67.27,72.38,90.51,71.37,70.94,72.67,69.16,68.64,9/8/2021 10:08:45 AM
215688,5/1/1991 12:00:00 AM,"Slaughter, calves",101.63,,92.87,106.27,100.47,96.1,96.1,101.46,98.33,116.75,103.18,9/8/2021 10:08:45 AM
215689,5/1/1991 12:00:00 AM,"Slaughter, cattle",80.32,,78.02,82.54,69.35,77.08,80.56,86.65,81.4,65.65,82.23,9/8/2021 10:08:45 AM
215690,5/1/1991 12:00:00 AM,Hogs,71.7,,76.9,71.76,76.09,90.93,75.66,74.99,76.9,73.24,72.99,9/8/2021 10:08:45 AM
215691,6/1/1991 12:00:00 AM,"Slaughter, calves",99,,94,106.3,99,99,99,103,101,115.45,103.2,9/8/2021 10:08:45 AM
215692,6/1/1991 12:00:00 AM,"Slaughter, cattle",77,,76,82,67.5,75.54,79,87.5,79,66.48,82,9/8/2021 10:08:45 AM
215693,6/1/1991 12:00:00 AM,Hogs,73.03,,78.73,72.51,81.58,93.12,81.36,79.1,80.64,76.38,72.7,9/8/2021 10:08:45 AM
215694,7/1/1991 12:00:00 AM,"Slaughter, calves",97.58,,98.12,106.4,97.67,95,95,93.79,98,111.35,103.22,9/8/2021 10:08:45 AM
215695,7/1/1991 12:00:00 AM,"Slaughter, cattle",75.73,,71.98,81.44,65.71,74.61,76.78,83.44,75.51,65.9,81.18,9/8/2021 10:08:45 AM
215696,7/1/1991 12:00:00 AM,Hogs,70.92,,75.47,68.3,75.58,89.41,75.4,73.53,75.62,71.19,69.28,9/8/2021 10:08:45 AM
215697,8/1/1991 12:00:00 AM,"Slaughter, calves",99.69,,94.21,99.94,87.54,82.73,82.73,88.83,96.67,113.47,101.94,9/8/2021 10:08:45 AM
215698,8/1/1991 12:00:00 AM,"Slaughter, cattle",73.53,,71.62,79.1,70.13,69.3,67.85,83.72,78.75,58.02,79.37,9/8/2021 10:08:45 AM
215699,8/1/1991 12:00:00 AM,Hogs,68.11,,72.68,67.39,75.93,88.47,74.16,71.51,75.07,69.85,67.49,9/8/2021 10:08:45 AM
215700,9/1/1991 12:00:00 AM,"Slaughter, calves",99.71,,94.1,102.46,92.67,97.62,97.62,89.05,93.33,115.32,98.91,9/8/2021 10:08:45 AM
215701,9/1/1991 12:00:00 AM,"Slaughter, cattle",77.83,,69.47,79.05,67.31,68.41,71.79,80.83,73.86,59.36,79.21,9/8/2021 10:08:45 AM
215702,9/1/1991 12:00:00 AM,Hogs,59.49,,64.48,58.59,66.61,85.68,64.98,63.5,66.26,62.1,59.05,9/8/2021 10:08:45 AM
215703,10/1/1991 12:00:00 AM,"Slaughter, calves",97.91,,95.36,104.43,92.9,91.17,91.17,91.85,81,115.58,96.31,9/8/2021 10:08:45 AM
215704,10/1/1991 12:00:00 AM,"Slaughter, cattle",75.23,,72.19,75.24,68.54,66.31,69.29,79.21,70.31,54.72,78.35,9/8/2021 10:08:45 AM
215705,10/1/1991 12:00:00 AM,Hogs,58.25,,63.02,57.39,67.08,81.68,63.75,61.08,65.64,60.1,58.5,9/8/2021 10:08:45 AM
215706,11/1/1991 12:00:00 AM,"Slaughter, calves",91.78,,91.87,99.37,88.66,86.06,86.06,89.36,100.5,115.32,95.45,9/8/2021 10:08:45 AM
215707,11/1/1991 12:00:00 AM,"Slaughter, cattle",72.82,,64.4,72.69,66.16,75.95,71.91,76.84,71.4,53.2,72.94,9/8/2021 10:08:45 AM
215708,11/1/1991 12:00:00 AM,Hogs,50.35,,55.33,49.85,56.72,86.43,56.46,54.69,56.11,54.23,49.75,9/8/2021 10:08:45 AM
215709,12/1/1991 12:00:00 AM,"Slaughter, calves",96.6,,93.97,100.05,98.46,82.34,82.34,97.74,97.29,114.13,95,9/8/2021 10:08:45 AM
215710,12/1/1991 12:00:00 AM,"Slaughter, cattle",66.73,,66.66,68.5,58.12,62.82,57.39,70.93,64.53,52.8,65.29,9/8/2021 10:08:45 AM
215711,12/1/1991 12:00:00 AM,Hogs,50.15,,54.94,49.29,56.67,83.72,55.5,53.59,56.19,52.48,49.09,9/8/2021 10:08:45 AM
215712,1/1/1992 12:00:00 AM,"Slaughter, calves",98.6,,86.59,100,96.61,96.25,85.04,93.33,91.42,114.47,96.25,9/8/2021 10:08:45 AM
215713,1/1/1992 12:00:00 AM,"Slaughter, cattle",72.13,,67.1,69.6,60.01,56.3,56.3,74.39,65.67,53.67,65.88,9/8/2021 10:08:45 AM
215714,1/1/1992 12:00:00 AM,Hogs,46.52,,51.43,46.24,47.69,73.93,51.42,50.53,52.11,50.23,47.36,9/8/2021 10:08:45 AM
215715,2/1/1992 12:00:00 AM,"Slaughter, calves",101.79,,90.36,100,92.59,71.5,86.72,108.94,95.54,114.75,90.11,9/8/2021 10:08:45 AM
215716,2/1/1992 12:00:00 AM,"Slaughter, cattle",73.6,,70.86,75.43,59.8,59.01,59.01,77.3,69.72,55.02,67.27,9/8/2021 10:08:45 AM
215717,2/1/1992 12:00:00 AM,Hogs,53.58,,57.06,53.66,57.83,86.32,57.26,56.72,58,56.29,54.05,9/8/2021 10:08:45 AM
215718,3/1/1992 12:00:00 AM,"Slaughter, calves",99.4,,95.9,105,94.99,94.25,90.42,120,97.24,111.65,101.5,9/8/2021 10:08:45 AM
215719,3/1/1992 12:00:00 AM,"Slaughter, cattle",75.71,,70.68,76.94,59.79,59.14,59.14,78.65,71.08,55.33,71.32,9/8/2021 10:08:45 AM
215720,3/1/1992 12:00:00 AM,Hogs,53.59,,57.7,53.18,59.72,83.32,57.21,57.52,58.68,56.52,53.52,9/8/2021 10:08:45 AM
215721,4/1/1992 12:00:00 AM,"Slaughter, calves",104.5,,99.46,96.67,94.06,96.25,102.54,126.25,88.18,105.8,99.91,9/8/2021 10:08:45 AM
215722,4/1/1992 12:00:00 AM,"Slaughter, cattle",79.26,,71.48,76.67,60.57,58.28,58.28,74.49,70.14,57.7,74.04,9/8/2021 10:08:45 AM
215723,4/1/1992 12:00:00 AM,Hogs,55.14,,58.9,53.87,61.16,78.6,57.68,57.55,58.82,56.78,55.02,9/8/2021 10:08:45 AM
215724,5/1/1992 12:00:00 AM,"Slaughter, calves",102.83,,99,115,98.05,96.25,112.82,134.38,103.11,105.8,111.25,9/8/2021 10:08:45 AM
215725,5/1/1992 12:00:00 AM,"Slaughter, cattle",77.74,,74.29,78.88,62.66,62.4,62.4,80.62,69.77,59.75,74.66,9/8/2021 10:08:45 AM
215726,5/1/1992 12:00:00 AM,Hogs,61.32,,65.33,59.26,63.03,82.45,61.63,62.91,64.02,61.22,61.38,9/8/2021 10:08:45 AM
215727,6/1/1992 12:00:00 AM,"Slaughter, calves",102.5,,103.27,110,96.19,77,91.68,118.2,95.17,105.07,100,9/8/2021 10:08:45 AM
215728,6/1/1992 12:00:00 AM,"Slaughter, cattle",75.78,,74.53,79.15,63.25,62.12,62.12,78.2,72.18,60.33,72.51,9/8/2021 10:08:45 AM
215729,6/1/1992 12:00:00 AM,Hogs,64.63,,69.03,63.39,68.97,87.9,66.87,68.8,69.07,67.89,64.7,9/8/2021 10:08:45 AM
215730,7/1/1992 12:00:00 AM,"Slaughter, calves",112.44,,100.63,110,97.88,77,111.5,103.2,96.04,106.49,104.5,9/8/2021 10:08:45 AM
215731,7/1/1992 12:00:00 AM,"Slaughter, cattle",77.19,,80.77,78.91,66.07,68,68,66.12,68.11,65.78,73.93,9/8/2021 10:08:45 AM
215732,7/1/1992 12:00:00 AM,Hogs,57.51,,68.21,61.76,70.12,85.62,65.46,65.31,67.43,64.51,63.41,9/8/2021 10:08:45 AM
215733,8/1/1992 12:00:00 AM,"Slaughter, calves",108.67,,100.53,112,99.07,60,108.24,106.42,95.43,107.27,90,9/8/2021 10:08:45 AM
215734,8/1/1992 12:00:00 AM,"Slaughter, cattle",77.87,,75.73,77.35,65.31,62.76,62.76,77.57,73.89,61.29,73.33,9/8/2021 10:08:45 AM
215735,8/1/1992 12:00:00 AM,Hogs,60.39,,64.92,58.81,65.22,86.35,61.66,62.98,63.84,62.83,60.08,9/8/2021 10:08:45 AM
215736,9/1/1992 12:00:00 AM,"Slaughter, calves",110.22,,101.53,110,94.57,101.75,100.93,97.5,98.79,113.83,103.75,9/8/2021 10:08:45 AM
215737,9/1/1992 12:00:00 AM,"Slaughter, cattle",78.82,,81.22,79.68,65.39,66.51,66.51,82.69,67.09,63.67,76.39,9/8/2021 10:08:45 AM
215738,9/1/1992 12:00:00 AM,Hogs,59.88,,64.35,72.53,66.36,86.07,68.01,63.07,65.27,62.52,59.94,9/8/2021 10:08:45 AM
215739,10/1/1992 12:00:00 AM,"Slaughter, calves",112.57,,103.58,118.33,93.65,72.19,104.41,119,98.55,113.46,116,9/8/2021 10:08:45 AM
215740,10/1/1992 12:00:00 AM,"Slaughter, cattle",77.91,,82.56,81.04,66.45,67.55,67.55,81.09,67.54,61.01,74.22,9/8/2021 10:08:45 AM
215741,10/1/1992 12:00:00 AM,Hogs,62,,66.63,76.46,66.94,85.34,64.14,64.14,66.11,63.8,61.67,9/8/2021 10:08:45 AM
215742,11/1/1992 12:00:00 AM,"Slaughter, calves",107.63,,99.93,118.33,98.87,120.31,98.54,99.65,94.47,119.69,110.4,9/8/2021 10:08:45 AM
215743,11/1/1992 12:00:00 AM,"Slaughter, cattle",79.13,,75.02,80.15,60.64,65.73,65.73,82.82,69.89,59.32,73.97,9/8/2021 10:08:45 AM
215744,11/1/1992 12:00:00 AM,Hogs,62.4,,67.48,75.59,66.35,87.04,66.4,66.96,67.28,66.06,62.33,9/8/2021 10:08:45 AM
215745,12/1/1992 12:00:00 AM,"Slaughter, calves",120.22,,103.62,118.33,97.73,135.25,98.48,100.86,104.04,115.27,107,9/8/2021 10:08:45 AM
215746,12/1/1992 12:00:00 AM,"Slaughter, cattle",80.39,,79.18,81.9,61.51,65.97,65.97,86.54,72.77,61.63,71.61,9/8/2021 10:08:45 AM
215747,12/1/1992 12:00:00 AM,Hogs,64.43,,69.63,75.59,65.24,87.01,67.27,66.58,57.92,69,65.58,9/8/2021 10:08:45 AM
215748,1/1/1993 12:00:00 AM,"Slaughter, calves",108.5,,102.75,118.33,110.19,98.44,98.44,103.46,119.68,122.14,107,9/8/2021 10:08:45 AM
215749,1/1/1993 12:00:00 AM,"Slaughter, cattle",86.86,,81.48,84.89,64.92,71.23,71.23,87.22,73.01,64.07,79.91,9/8/2021 10:08:45 AM
215750,1/1/1993 12:00:00 AM,Hogs,62.6,,67.76,61.33,64.88,85.97,64.63,64.53,65.66,63.81,62.63,9/8/2021 10:08:45 AM
215751,2/1/1993 12:00:00 AM,"Slaughter, calves",108.5,,109.2,118.33,120,113.19,113.19,104.36,119.48,122.17,105,9/8/2021 10:08:45 AM
215752,2/1/1993 12:00:00 AM,"Slaughter, cattle",88.77,,82.26,86.49,69.68,64.19,64.19,90.15,83,66.85,75.7,9/8/2021 10:08:45 AM
215753,2/1/1993 12:00:00 AM,Hogs,65.73,,70,63.36,67.6,87.79,67.29,67.53,67.72,66.38,64.89,9/8/2021 10:08:45 AM
215754,3/1/1993 12:00:00 AM,"Slaughter, calves",115.33,,110.4,118.33,116.25,109.02,109.02,100.07,102.9,120.28,113.57,9/8/2021 10:08:45 AM
215755,3/1/1993 12:00:00 AM,"Slaughter, cattle",87.34,,84.05,86.06,68.52,65.16,65.16,89.19,82.16,64.68,78.25,9/8/2021 10:08:45 AM
215756,3/1/1993 12:00:00 AM,Hogs,69.19,,74.08,66.8,70.5,86.21,68.23,68.09,69.99,67.48,68.27,9/8/2021 10:08:45 AM
215757,4/1/1993 12:00:00 AM,"Slaughter, calves",125,,113.25,118.33,115.22,116.7,116.7,106,127.03,115.84,113.57,9/8/2021 10:08:45 AM
215758,4/1/1993 12:00:00 AM,"Slaughter, cattle",89.71,,91.04,90.28,70.85,67.23,67.23,88.53,83.49,66.04,73.09,9/8/2021 10:08:45 AM
215759,4/1/1993 12:00:00 AM,Hogs,66.95,,73.95,66.87,71.94,69.48,70.12,69.5,70.4,69.08,67.37,9/8/2021 10:08:45 AM
215760,5/1/1993 12:00:00 AM,"Slaughter, calves",110,,108.83,118.33,111.8,125.58,125.58,109.61,104.27,113.43,113.57,9/8/2021 10:08:45 AM
215761,5/1/1993 12:00:00 AM,"Slaughter, cattle",90.5,,95.29,89.49,70.24,69.44,69.44,92.03,84.31,69.11,77.59,9/8/2021 10:08:45 AM
215762,5/1/1993 12:00:00 AM,Hogs,69.69,,76.51,68.4,73.96,76.04,71.64,71.4,72.97,71.15,70.61,9/8/2021 10:08:45 AM
215763,6/1/1993 12:00:00 AM,"Slaughter, calves",125,,118.43,118.33,114.16,121.7,121.7,108.82,125.67,112.43,113.57,9/8/2021 10:08:45 AM
215764,6/1/1993 12:00:00 AM,"Slaughter, cattle",88.84,,97.21,87.88,73.44,71.99,71.99,91.82,84,70.94,75.85,9/8/2021 10:08:45 AM
215765,6/1/1993 12:00:00 AM,Hogs,73.65,,79.13,71.64,78.31,91.98,75.51,75.68,76.76,73.4,73.88,9/8/2021 10:08:45 AM
215766,7/1/1993 12:00:00 AM,"Slaughter, calves",135,,116.5,118.33,110.38,113.22,113.22,100.52,115.2,115.05,113.57,9/8/2021 10:08:45 AM
215767,7/1/1993 12:00:00 AM,"Slaughter, cattle",85.54,,82,86.74,72.84,69.7,69.7,87.11,83.32,72.69,79.72,9/8/2021 10:08:45 AM
215768,7/1/1993 12:00:00 AM,Hogs,71.39,,76.78,74.88,76.34,81.77,74.17,73.33,75.28,73.66,71.21,9/8/2021 10:08:45 AM
215769,8/1/1993 12:00:00 AM,"Slaughter, calves",131.42,,125.8,125,120,105.68,105.68,110,103.48,113.87,125,9/8/2021 10:08:45 AM
215770,8/1/1993 12:00:00 AM,"Slaughter, cattle",87.74,,81.38,87.78,77.24,69.87,69.87,87.46,81.62,67.07,84.49,9/8/2021 10:08:45 AM
215771,8/1/1993 12:00:00 AM,Hogs,74.29,,79.33,71.37,78.21,81.51,76.27,76.46,78.65,77.61,74.13,9/8/2021 10:08:45 AM
215772,9/1/1993 12:00:00 AM,"Slaughter, calves",136.78,,136.75,115,116.86,114.36,114.36,117.81,125.68,115.97,138.6,9/8/2021 10:08:45 AM
215773,9/1/1993 12:00:00 AM,"Slaughter, cattle",91.55,,97.47,90.59,79.17,71.45,71.45,88.6,81.82,69.27,89.31,9/8/2021 10:08:45 AM
215774,9/1/1993 12:00:00 AM,Hogs,77.51,,81.93,71.37,81.89,83.42,81.27,78.25,80.97,79,78.43,9/8/2021 10:08:45 AM
215775,10/1/1993 12:00:00 AM,"Slaughter, calves",135.23,,125.79,115,119.85,119.34,119.34,108.44,108.54,114.18,127.7,9/8/2021 10:08:45 AM
215776,10/1/1993 12:00:00 AM,"Slaughter, cattle",87.34,,100.8,86.13,70.76,69.69,69.69,87.12,79.56,65.14,84.22,9/8/2021 10:08:45 AM
215777,10/1/1993 12:00:00 AM,Hogs,74.73,,80.16,78.28,80.6,76.57,78.1,75.39,77.56,76.8,76.2,9/8/2021 10:08:45 AM
215778,11/1/1993 12:00:00 AM,"Slaughter, calves",133.47,,120.72,111.75,116.84,112,112,109.16,111.9,118.72,112.11,9/8/2021 10:08:45 AM
215779,11/1/1993 12:00:00 AM,"Slaughter, cattle",88.43,,88.81,86.12,68.33,72.85,72.85,89.8,79.51,65.88,75.15,9/8/2021 10:08:45 AM
215780,11/1/1993 12:00:00 AM,Hogs,68.15,,73.42,67.07,75.54,71.84,75.23,70.56,72.98,75.14,68.6,9/8/2021 10:08:45 AM
215781,12/1/1993 12:00:00 AM,"Slaughter, calves",127.38,,115.06,111.75,108,105,105,113.44,113.56,119.79,117.41,9/8/2021 10:08:45 AM
215782,12/1/1993 12:00:00 AM,"Slaughter, cattle",87.2,,75.79,79.11,63.41,70.75,70.75,89.72,76.23,65.44,69.55,9/8/2021 10:08:45 AM
215783,12/1/1993 12:00:00 AM,Hogs,63.66,,69.24,64.05,71.15,70.7,68.95,67.87,71.64,70.85,63.57,9/8/2021 10:08:45 AM
215784,1/1/1994 12:00:00 AM,"Slaughter, calves",107.44,,114,107.8,105.78,101.04,101.04,110.02,114.61,122.95,107.44,9/8/2021 10:08:45 AM
215785,1/1/1994 12:00:00 AM,"Slaughter, cattle",86.71,,95.02,73.42,72.1,71.95,71.95,90.47,71.13,65.03,74.35,9/8/2021 10:08:45 AM
215786,1/1/1994 12:00:00 AM,Hogs,66.68,,71.56,68.13,70.4,70.67,70.36,69.33,72.27,72.51,67.5,9/8/2021 10:08:45 AM
215787,2/1/1994 12:00:00 AM,"Slaughter, calves",128.34,,114.69,106.63,93.41,100.48,100.48,114.69,116.87,118.43,107.72,9/8/2021 10:08:45 AM
215788,2/1/1994 12:00:00 AM,"Slaughter, cattle",86.82,,96.47,75.86,60.78,73.3,73.3,90.84,73.28,67.17,73.67,9/8/2021 10:08:45 AM
215789,2/1/1994 12:00:00 AM,Hogs,75.94,,80.88,77.91,80.51,78.05,79.12,77.91,80.34,85.21,76.87,9/8/2021 10:08:45 AM
