REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017,Alberta,2016A000248,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818392,10.3.2.14.1,41300,E,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818392,10.3.2.14.1,43100,E,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818392,10.3.2.14.1,48100,E,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818392,10.3.2.14.1,39700,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818399,10.3.2.15.1,129300,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818399,10.3.2.15.1,158300,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818399,10.3.2.15.1,138500,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818399,10.3.2.15.1,130400,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818399,10.3.2.15.1,117000,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818399,10.3.2.15.1,97500,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818406,10.3.2.16.1,78700,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818406,10.3.2.16.1,86400,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818406,10.3.2.16.1,69400,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818406,10.3.2.16.1,79200,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818406,10.3.2.16.1,60800,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818406,10.3.2.16.1,52700,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818413,10.3.2.17.1,176400,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818413,10.3.2.17.1,197100,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818413,10.3.2.17.1,187400,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818413,10.3.2.17.1,169900,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818413,10.3.2.17.1,212000,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818413,10.3.2.17.1,151300,,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818455,10.3.2.23.1,330400,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818455,10.3.2.23.1,326000,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818455,10.3.2.23.1,328800,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818455,10.3.2.23.1,322200,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818455,10.3.2.23.1,311700,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818455,10.3.2.23.1,279600,,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818462,10.3.2.24.1,528900,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818462,10.3.2.24.1,516700,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818462,10.3.2.24.1,505900,,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818462,10.3.2.24.1,510300,,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818462,10.3.2.24.1,484400,,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818462,10.3.2.24.1,462900,,,,0
2015,Alberta,2016A000248,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818476,10.3.2.26.1,274400,,,,0
2016,Alberta,2016A000248,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818476,10.3.2.26.1,312600,,,,0
2017,Alberta,2016A000248,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818476,10.3.2.26.1,,..,,,0
2018,Alberta,2016A000248,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818476,10.3.2.26.1,,..,,,0
2019,Alberta,2016A000248,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818476,10.3.2.26.1,,..,,,0
2020,Alberta,2016A000248,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818476,10.3.2.26.1,,..,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818483,10.3.3.1.1,370700,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818483,10.3.3.1.1,353000,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818483,10.3.3.1.1,359700,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818483,10.3.3.1.1,376700,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818483,10.3.3.1.1,350800,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818483,10.3.3.1.1,352000,,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818490,10.3.3.2.1,28500,E,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818490,10.3.3.2.1,37000,E,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818490,10.3.3.2.1,35200,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818490,10.3.3.2.1,42000,E,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818490,10.3.3.2.1,40000,E,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818490,10.3.3.2.1,54000,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818497,10.3.3.3.1,357100,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818497,10.3.3.3.1,348700,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818497,10.3.3.3.1,325300,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818497,10.3.3.3.1,316200,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818497,10.3.3.3.1,286800,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818497,10.3.3.3.1,304800,,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818504,10.3.3.4.1,42600,E,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818504,10.3.3.4.1,49500,E,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818504,10.3.3.4.1,52700,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818504,10.3.3.4.1,53500,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818504,10.3.3.4.1,82500,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818504,10.3.3.4.1,63800,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818511,10.3.3.5.1,96600,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818511,10.3.3.5.1,116900,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818511,10.3.3.5.1,122700,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818511,10.3.3.5.1,96400,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818511,10.3.3.5.1,104900,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818511,10.3.3.5.1,112100,,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818574,10.3.3.14.1,65400,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818574,10.3.3.14.1,61300,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818574,10.3.3.14.1,72300,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818574,10.3.3.14.1,83500,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818574,10.3.3.14.1,82300,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,Mood disorder,Number of persons,Number,223,units,0,v110818574,10.3.3.14.1,67900,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818581,10.3.3.15.1,93300,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818581,10.3.3.15.1,95000,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818581,10.3.3.15.1,82600,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818581,10.3.3.15.1,77800,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818581,10.3.3.15.1,79500,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818581,10.3.3.15.1,65000,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818588,10.3.3.16.1,64700,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818588,10.3.3.16.1,49100,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818588,10.3.3.16.1,43900,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818588,10.3.3.16.1,47800,E,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818588,10.3.3.16.1,51600,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Current smoker, daily",Number of persons,Number,223,units,0,v110818588,10.3.3.16.1,35200,E,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818595,10.3.3.17.1,132100,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818595,10.3.3.17.1,110500,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818595,10.3.3.17.1,128800,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818595,10.3.3.17.1,125000,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818595,10.3.3.17.1,132500,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,Heavy drinking,Number of persons,Number,223,units,0,v110818595,10.3.3.17.1,112300,,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818637,10.3.3.23.1,331100,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818637,10.3.3.23.1,345000,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818637,10.3.3.23.1,335600,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818637,10.3.3.23.1,338800,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818637,10.3.3.23.1,328300,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110818637,10.3.3.23.1,328600,,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818644,10.3.3.24.1,508800,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818644,10.3.3.24.1,496700,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818644,10.3.3.24.1,493900,,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818644,10.3.3.24.1,484700,,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818644,10.3.3.24.1,487200,,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110818644,10.3.3.24.1,475700,,,,0
2015,Alberta,2016A000248,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818658,10.3.3.26.1,398200,,,,0
2016,Alberta,2016A000248,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818658,10.3.3.26.1,419700,,,,0
2017,Alberta,2016A000248,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818658,10.3.3.26.1,,..,,,0
2018,Alberta,2016A000248,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818658,10.3.3.26.1,,..,,,0
2019,Alberta,2016A000248,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818658,10.3.3.26.1,,..,,,0
2020,Alberta,2016A000248,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110818658,10.3.3.26.1,,..,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818847,10.4.2.1.1,293500,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818847,10.4.2.1.1,309900,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818847,10.4.2.1.1,305200,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818847,10.4.2.1.1,290600,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818847,10.4.2.1.1,339700,,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110818847,10.4.2.1.1,301200,,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818854,10.4.2.2.1,25800,E,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818854,10.4.2.2.1,25400,E,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818854,10.4.2.2.1,28600,E,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818854,10.4.2.2.1,38100,E,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818854,10.4.2.2.1,31700,E,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110818854,10.4.2.2.1,48400,E,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818861,10.4.2.3.1,323700,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818861,10.4.2.3.1,364700,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818861,10.4.2.3.1,339400,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818861,10.4.2.3.1,333400,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818861,10.4.2.3.1,342800,,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110818861,10.4.2.3.1,298100,,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818868,10.4.2.4.1,27100,E,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818868,10.4.2.4.1,20600,E,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818868,10.4.2.4.1,27600,E,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818868,10.4.2.4.1,32300,E,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818868,10.4.2.4.1,33100,E,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110818868,10.4.2.4.1,63100,E,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818875,10.4.2.5.1,114500,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818875,10.4.2.5.1,125900,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818875,10.4.2.5.1,98900,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818875,10.4.2.5.1,125200,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818875,10.4.2.5.1,121000,,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110818875,10.4.2.5.1,111600,,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818938,10.4.2.14.1,22700,E,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818938,10.4.2.14.1,24700,E,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818938,10.4.2.14.1,28000,E,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818938,10.4.2.14.1,33700,E,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818938,10.4.2.14.1,36000,E,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110818938,10.4.2.14.1,51900,E,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818945,10.4.2.15.1,117800,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818945,10.4.2.15.1,92800,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818945,10.4.2.15.1,103700,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818945,10.4.2.15.1,111400,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818945,10.4.2.15.1,89400,,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110818945,10.4.2.15.1,107800,,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818952,10.4.2.16.1,73700,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818952,10.4.2.16.1,69300,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818952,10.4.2.16.1,75000,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818952,10.4.2.16.1,81200,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818952,10.4.2.16.1,56700,E,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110818952,10.4.2.16.1,80000,E,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818959,10.4.2.17.1,118300,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818959,10.4.2.17.1,128700,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818959,10.4.2.17.1,131100,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818959,10.4.2.17.1,137200,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818959,10.4.2.17.1,142200,,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110818959,10.4.2.17.1,131000,,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110819001,10.4.2.23.1,292400,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110819001,10.4.2.23.1,333500,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110819001,10.4.2.23.1,317900,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110819001,10.4.2.23.1,306300,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110819001,10.4.2.23.1,327000,,,,0
2020,Alberta,2016A000248,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110819001,10.4.2.23.1,315200,,,,0
2015,Alberta,2016A000248,35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110819008,10.4.2.24.1,428600,,,,0
2016,Alberta,2016A000248,35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110819008,10.4.2.24.1,433400,,,,0
2017,Alberta,2016A000248,35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110819008,10.4.2.24.1,432000,,,,0
2018,Alberta,2016A000248,35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110819008,10.4.2.24.1,435100,,,,0
2019,Alberta,2016A000248,35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110819008,10.4.2.24.1,443000,,,,0
