REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019,Canada (excluding territories),,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788617,1.2.3.24.4,97.3,,,,1
2020,Canada (excluding territories),,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788617,1.2.3.24.4,96.6,,,,1
2015,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788628,1.2.3.26.1,638300,,,,0
2016,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788628,1.2.3.26.1,639000,,,,0
2017,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788628,1.2.3.26.1,,..,,,0
2018,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788628,1.2.3.26.1,,..,,,0
2019,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788628,1.2.3.26.1,,..,,,0
2020,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788628,1.2.3.26.1,,..,,,0
2015,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788631,1.2.3.26.4,60.9,,,,1
2016,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788631,1.2.3.26.4,61.4,,,,1
2017,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788631,1.2.3.26.4,,..,,,1
2018,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788631,1.2.3.26.4,,..,,,1
2019,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788631,1.2.3.26.4,,..,,,1
2020,Canada (excluding territories),,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788631,1.2.3.26.4,,..,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788817,1.3.2.1.1,2907400,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788817,1.3.2.1.1,2861700,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788817,1.3.2.1.1,2972200,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788817,1.3.2.1.1,2858900,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788817,1.3.2.1.1,2906100,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788817,1.3.2.1.1,3031400,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788820,1.3.2.1.4,71.3,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788820,1.3.2.1.4,69.8,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788820,1.3.2.1.4,72.2,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788820,1.3.2.1.4,68.5,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788820,1.3.2.1.4,68.5,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110788820,1.3.2.1.4,70,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788824,1.3.2.2.1,238500,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788824,1.3.2.2.1,234800,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788824,1.3.2.2.1,245000,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788824,1.3.2.2.1,283400,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788824,1.3.2.2.1,278800,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110788824,1.3.2.2.1,283400,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788827,1.3.2.2.4,5.8,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788827,1.3.2.2.4,5.7,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788827,1.3.2.2.4,6,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788827,1.3.2.2.4,6.8,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788827,1.3.2.2.4,6.6,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110788827,1.3.2.2.4,6.5,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788831,1.3.2.3.1,3015200,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788831,1.3.2.3.1,2894900,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788831,1.3.2.3.1,2944200,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788831,1.3.2.3.1,2792000,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788831,1.3.2.3.1,2692800,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v110788831,1.3.2.3.1,2684200,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788834,1.3.2.3.4,75.3,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788834,1.3.2.3.4,72.3,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788834,1.3.2.3.4,73.2,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788834,1.3.2.3.4,68.5,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788834,1.3.2.3.4,65.5,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v110788834,1.3.2.3.4,64.8,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788838,1.3.2.4.1,203100,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788838,1.3.2.4.1,266700,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788838,1.3.2.4.1,264800,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788838,1.3.2.4.1,311800,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788838,1.3.2.4.1,435100,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v110788838,1.3.2.4.1,464600,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788841,1.3.2.4.4,5.1,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788841,1.3.2.4.4,6.7,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788841,1.3.2.4.4,6.6,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788841,1.3.2.4.4,7.6,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788841,1.3.2.4.4,10.6,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v110788841,1.3.2.4.4,11.2,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788845,1.3.2.5.1,825400,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788845,1.3.2.5.1,775000,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788845,1.3.2.5.1,876600,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788845,1.3.2.5.1,848600,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788845,1.3.2.5.1,827400,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v110788845,1.3.2.5.1,906400,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788848,1.3.2.5.4,20.3,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788848,1.3.2.5.4,18.9,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788848,1.3.2.5.4,21.3,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788848,1.3.2.5.4,20.3,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788848,1.3.2.5.4,19.6,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v110788848,1.3.2.5.4,21,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788908,1.3.2.14.1,221200,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788908,1.3.2.14.1,265200,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788908,1.3.2.14.1,257000,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788908,1.3.2.14.1,296200,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788908,1.3.2.14.1,381700,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Number of persons,Number,223,units,0,v110788908,1.3.2.14.1,340400,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788911,1.3.2.14.4,5.4,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788911,1.3.2.14.4,6.5,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788911,1.3.2.14.4,6.3,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788911,1.3.2.14.4,7.1,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788911,1.3.2.14.4,9,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,Mood disorder,Percent,Percent,239,units,0,v110788911,1.3.2.14.4,7.9,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788915,1.3.2.15.1,1074300,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788915,1.3.2.15.1,1002700,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788915,1.3.2.15.1,940400,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788915,1.3.2.15.1,969500,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788915,1.3.2.15.1,896400,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Number of persons,Number,223,units,0,v110788915,1.3.2.15.1,850100,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788918,1.3.2.15.4,26.4,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788918,1.3.2.15.4,24.6,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788918,1.3.2.15.4,22.9,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788918,1.3.2.15.4,23.3,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788918,1.3.2.15.4,21.2,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily or occasional",Percent,Percent,239,units,0,v110788918,1.3.2.15.4,19.6,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788922,1.3.2.16.1,651400,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788922,1.3.2.16.1,575700,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788922,1.3.2.16.1,545200,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788922,1.3.2.16.1,508800,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788922,1.3.2.16.1,478400,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Number of persons,Number,223,units,0,v110788922,1.3.2.16.1,487700,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788925,1.3.2.16.4,16,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788925,1.3.2.16.4,14.1,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788925,1.3.2.16.4,13.3,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788925,1.3.2.16.4,12.2,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788925,1.3.2.16.4,11.3,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Current smoker, daily",Percent,Percent,239,units,0,v110788925,1.3.2.16.4,11.3,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788929,1.3.2.17.1,1467300,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788929,1.3.2.17.1,1401400,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788929,1.3.2.17.1,1426400,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788929,1.3.2.17.1,1390900,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788929,1.3.2.17.1,1344800,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Number of persons,Number,223,units,0,v110788929,1.3.2.17.1,1081800,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788932,1.3.2.17.4,36.2,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788932,1.3.2.17.4,34.4,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788932,1.3.2.17.4,34.8,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788932,1.3.2.17.4,33.5,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788932,1.3.2.17.4,31.9,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,Heavy drinking,Percent,Percent,239,units,0,v110788932,1.3.2.17.4,25.1,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788971,1.3.2.23.1,2400200,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788971,1.3.2.23.1,2328800,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788971,1.3.2.23.1,2449100,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788971,1.3.2.23.1,2339900,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788971,1.3.2.23.1,2461500,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v110788971,1.3.2.23.1,2460600,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788974,1.3.2.23.4,60.5,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788974,1.3.2.23.4,58.5,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788974,1.3.2.23.4,61.4,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788974,1.3.2.23.4,57.8,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788974,1.3.2.23.4,60.2,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v110788974,1.3.2.23.4,59.6,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788978,1.3.2.24.1,3849600,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788978,1.3.2.24.1,3752100,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788978,1.3.2.24.1,3807900,,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788978,1.3.2.24.1,3892500,,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788978,1.3.2.24.1,3910400,,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v110788978,1.3.2.24.1,3910000,,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788981,1.3.2.24.4,96.1,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788981,1.3.2.24.4,93.9,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788981,1.3.2.24.4,94.7,,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788981,1.3.2.24.4,95.7,,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788981,1.3.2.24.4,95.3,,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v110788981,1.3.2.24.4,94.4,,,,1
2015,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788992,1.3.2.26.1,2102300,,,,0
2016,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788992,1.3.2.26.1,2096200,,,,0
2017,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788992,1.3.2.26.1,,..,,,0
2018,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788992,1.3.2.26.1,,..,,,0
2019,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788992,1.3.2.26.1,,..,,,0
2020,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Number of persons,Number,223,units,0,v110788992,1.3.2.26.1,,..,,,0
2015,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788995,1.3.2.26.4,52.8,,,,1
2016,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788995,1.3.2.26.4,52.2,,,,1
2017,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788995,1.3.2.26.4,,..,,,1
2018,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788995,1.3.2.26.4,,..,,,1
2019,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788995,1.3.2.26.4,,..,,,1
2020,Canada (excluding territories),,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,Percent,Percent,239,units,0,v110788995,1.3.2.26.4,,..,,,1
2015,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788999,1.3.3.1.1,2835800,,,,0
2016,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788999,1.3.3.1.1,2770100,,,,0
2017,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788999,1.3.3.1.1,2822600,,,,0
2018,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788999,1.3.3.1.1,2775100,,,,0
2019,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788999,1.3.3.1.1,2766500,,,,0
2020,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Number of persons,Number,223,units,0,v110788999,1.3.3.1.1,2797300,,,,0
2015,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789002,1.3.3.1.4,70.5,,,,1
2016,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789002,1.3.3.1.4,68.5,,,,1
2017,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789002,1.3.3.1.4,69.6,,,,1
2018,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789002,1.3.3.1.4,67.9,,,,1
2019,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789002,1.3.3.1.4,66.8,,,,1
2020,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789002,1.3.3.1.4,68,,,,1
2015,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110789006,1.3.3.2.1,226100,,,,0
2016,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110789006,1.3.3.2.1,269600,,,,0
2017,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110789006,1.3.3.2.1,251500,,,,0
2018,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110789006,1.3.3.2.1,289900,,,,0
2019,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110789006,1.3.3.2.1,294000,,,,0
2020,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Number of persons,Number,223,units,0,v110789006,1.3.3.2.1,266700,,,,0
2015,Canada (excluding territories),,18 to 34 years,Females,"Perceived health, fair or poor",Percent,Percent,239,units,0,v110789009,1.3.3.2.4,5.6,,,,1
